Env,Gen,Blk,YLD1
ENV1,IR04N106,1,9116
ENV1,IR10N301,1,9117
ENV1,IR13N140,1,9117
ENV1,IR08N180,2,9117
ENV1,IR09N246,1,9119
ENV1,IR 103806:97-B RGA,1,9123
ENV1,IR08A191,1,9129
ENV1,IR07A253,2,9132
ENV1,IR13A249,1,9135
ENV1,IR 93599-37-1-2-1-2,1,9136
ENV1,IR08N180,1,9136
ENV1,IR 95511-40-3-1-B,2,9137
ENV1,IRRI 165,5,9138
ENV1,IR09N516,1,9138
ENV1,IR13A239,1,9140
ENV1,IR09N508,2,9143
ENV1,IR 93339:11-B-23-16-B-B-B-6,1,9143
ENV1,IR 110611-B-B-B-5-2,1,9144
ENV1,IR10M147,1,9144
ENV1,IR 110636-B-B-3-1,1,9144
ENV1,IR 93339:49-B-10-14-B-B-B-7,1,9148
ENV1,IR 110623-C1-C2-B-B-B-1-1,1,9148
ENV1,IR09N173,1,9154
ENV1,IR 103806:260-B RGA,1,9154
ENV1,IR 94077-97-3-3-1-3,1,9158
ENV1,IR12A160,1,9159
ENV1,IR13A492,1,9163
ENV1,IR 103806:237-B RGA,1,9164
ENV1,IR08N194,2,9169
ENV1,IR 95511-57-3-3-1,1,9170
ENV1,IR 96831-35-1-3,1,9171
ENV1,IR 110617-C1-B-B-B-13-4,1,9173
ENV1,IR 103806:210-B RGA,1,9173
ENV1,IR 103806:121-B RGA,1,9176
ENV1,IR 110613-B-B-B-1-1,1,9177
ENV1,IR09A136,1,9179
ENV1,IR 96834-38-3-1,1,9180
ENV1,IR 96824-9-2-3,1,9181
ENV1,IR09N470,1,9183
ENV1,IR 6 (PAKISTAN),2,9185
ENV1,MANAW THUKHA,1,9187
ENV1,IR 96843-106-1-2,1,9188
ENV1,IR 103806-531-B RGA,1,9193
ENV1,IR 96840-23-3-2,1,9193
ENV1,IR10N272,1,9196
ENV1,IR10N282,1,9196
ENV1,IR 103806:282-B RGA,1,9196
ENV1,IR 103806:220-B RGA,1,9196
ENV1,IR10M123,1,9204
ENV1,IR 103806:54-B RGA,1,9204
ENV1,IR04A428,2,9208
ENV1,IRRI 138,2,9211
ENV1,IR08A175,2,9214
ENV1,IRRI 112,1,9214
ENV1,IR09N142,2,9217
ENV1,IR09N274,1,9217
ENV1,IR 110617-C1-B-B-B-9-2,1,9219
ENV1,SABITRI,2,9220
ENV1,SWARNA-SUB1,2,9221
ENV1,IR09N126,1,9223
ENV1,IR 110631-B-B-B-4-1,1,9225
ENV1,IRRI 160,1,9226
ENV1,IRRI 162,1,9227
ENV1,IR04A115,1,9228
ENV1,IR 68,2,9231
ENV1,IR10N304,1,9236
ENV1,IR10M121,1,9236
ENV1,IR 48,1,9239
ENV1,IR 97225-28-2-2,1,9241
ENV1,IR05N304,1,9241
ENV1,IR 110611-B-B-B-31-1,1,9242
ENV1,IR05N170,1,9242
ENV1,IR 103806-544-B RGA,1,9243
ENV1,IR 110611-B-B-B-1-1,1,9244
ENV1,IR06A150,2,9250
ENV1,IR 74371-70-1-1,2,9250
ENV1,IR10N134,2,9252
ENV1,IR06N120,2,9253
ENV1,IR10N270,1,9254
ENV1,IR10A124,1,9258
ENV1,IRRI 122,2,9259
ENV1,IR 93339:49-B-10-14-B-B-B-29,1,9260
ENV1,IR 110621-C1-C2-B-B-B-70-1,1,9260
ENV1,IR13N162,1,9261
ENV1,IR 96717-58-1-2-1,1,9261
ENV1,IR07A253,1,9263
ENV1,IR 110621-C1-C2-B-B-B-17-2,1,9263
ENV1,IR 110621-C1-C2-B-B-B-18-2,1,9263
ENV1,IR 93674-28-3-1-3-3,1,9264
ENV1,IR13A338,1,9266
ENV1,IR 103806-527-B RGA,1,9267
ENV1,IR09A133,2,9267
ENV1,IR 102884-193,1,9269
ENV1,IR06N211,2,9270
ENV1,IR09N474,2,9271
ENV1,IR13A512,1,9273
ENV1,IR10N276,2,9274
ENV1,IR 110621-C1-C2-B-B-B-26-2,1,9276
ENV1,IR10N105,1,9280
ENV1,IR 103806:267-B RGA,1,9287
ENV1,IR08A104,1,9289
ENV1,IR 95450-124-3-2-2,1,9289
ENV1,IR09A152,2,9291
ENV1,IR 103806:155-B RGA,1,9291
ENV1,IR 96834-38-3-2,1,9292
ENV1,IR 103806:291-B RGA,1,9293
ENV1,IR 93339:49-B-10-14-B-B-B-12,1,9302
ENV1,IR 110631-B-B-B-9-1,1,9305
ENV1,IR10N271,1,9311
ENV1,IR 110621-C1-C2-B-B-B-21-2,1,9312
ENV1,IR10A108,2,9314
ENV1,IR05N412,2,9316
ENV1,IR12N204,1,9318
ENV1,BR 28,1,9323
ENV1,IR 103806:119-B RGA,1,9324
ENV1,IR06A181,1,9336
ENV1,IR 103806-542-B RGA,1,9336
ENV1,IR07A260,1,9337
ENV1,IR 110633-C1-B-B-1-1,1,9337
ENV1,IR 103806:14-B RGA,1,9337
ENV1,IR 110611-B-B-B-16-1,1,9341
ENV1,IR13A215,1,9341
ENV1,IR10N225,1,9341
ENV1,IR10N269,1,9343
ENV1,IR 96847-20-1-3,1,9344
ENV1,IR 103806:146-B RGA,1,9345
ENV1,IR10N281,2,9350
ENV1,IR12N236,1,9353
ENV1,IR 110611-B-B-B-7-8,1,9355
ENV1,IR10M127,1,9358
ENV1,IR 103806:72-B RGA,1,9364
ENV1,IR13A149,1,9364
ENV1,IR13A257,1,9365
ENV1,IR 95519-39-3-2-1,1,9366
ENV1,IR05N359,1,9370
ENV1,IR 103806-546-B RGA,1,9372
ENV1,IR09N529,1,9375
ENV1,IR10N134,1,9376
ENV1,IR 110621-C1-C2-B-B-B-33-2,1,9378
ENV1,IR12A216,1,9380
ENV1,IR 103806:38-B RGA,1,9381
ENV1,IR 103806:294-B RGA,1,9381
ENV1,IR 110621-C1-C2-B-B-B-133-1,1,9382
ENV1,IR10N291,1,9384
ENV1,IR 110617-C1-B-B-B-2-1,1,9388
ENV1,IR 110611-B-B-B-4-1,1,9391
ENV1,IR 110621-C1-C2-B-B-B-6-1,1,9392
ENV1,IR06M143,1,9393
ENV1,IR13A110,1,9396
ENV1,IR 96764-94-2-3-2,1,9396
ENV1,IR09N534,1,9398
ENV1,IR 94090-74-1-1-2-B,2,9398
ENV1,IR 103806:75-B RGA,1,9404
ENV1,IR 95541-84-2-2-3,1,9406
ENV1,IR 110621-C1-C2-B-B-B-33-1,1,9407
ENV1,IR 94090-74-1-1-2-B,1,9416
ENV1,IR08A176,2,9418
ENV1,IR12A113,1,9418
ENV1,IR10N226,1,9419
ENV1,IR13N197,1,9420
ENV1,IR 110621-C1-C2-B-B-B-22-2,1,9425
ENV1,IR 82355-5-1-3,2,9428
ENV1,IR 96741-61-3-2-3,1,9428
ENV1,IR 95541-84-2-2-1,1,9429
ENV1,IR 110617-C1-B-B-B-4-1,1,9430
ENV1,IR 110637-B-B-1-1-2,1,9432
ENV1,IR 34,2,9433
ENV1,IR 93339:49-B-10-14-B-B-B-18,1,9435
ENV1,IR06A181,2,9438
ENV1,IR10N225,2,9440
ENV1,IR 93339:39-B-6-5-B-B-B-15,1,9441
ENV1,IR 96874-64-3-1-3,1,9441
ENV1,IR 93599-94-2-1-2-1,1,9442
ENV1,IR 110606-B-B-B-1-1,1,9443
ENV1,INIA TACUARI,2,9444
ENV1,IR 110611-B-B-B-23-1,1,9451
ENV1,IR 97280-68-3-2-1,1,9451
ENV1,IR 103806:311-B RGA,1,9453
ENV1,IR06A144,2,9462
ENV1,IR12A187,1,9467
ENV1,IR13N210,1,9469
ENV1,IR13A118,1,9474
ENV1,IR10N294,1,9479
ENV1,IR09N533,1,9481
ENV1,IR10N292,2,9484
ENV1,IR 103806-518-B RGA,1,9489
ENV1,IR 95511-57-3-3-3,1,9502
ENV1,IR10M126,1,9505
ENV1,IR 110608-B-B-B-1-1,1,9506
ENV1,IR 93683-5-2-2-1-1,1,9507
ENV1,IR09N542,1,9508
ENV1,IR10N272,2,9510
ENV1,IR10A152,1,9510
ENV1,IR12A293,1,9516
ENV1,IR09N516,2,9525
ENV1,IR 103806:299-B RGA,1,9527
ENV1,IR 103806-509-B RGA,1,9532
ENV1,IR 97225-22-3-2,1,9533
ENV1,IR 94101-71-3-2-1-B,2,9533
ENV1,IR 93339:29-B-7-7-B-B-B-1,1,9534
ENV1,IR08M101,1,9534
ENV1,IR 110621-C1-C2-B-B-B-25-2,1,9541
ENV1,IR09A235,2,9545
ENV1,IR 103806:26-B RGA,1,9546
ENV1,IR 110635-B-B-1-5,1,9547
ENV1,IR07A234,1,9549
ENV1,IR12A330,1,9551
ENV1,IR 103806:221-B RGA,1,9552
ENV1,IR 103806:138-B RGA,1,9554
ENV1,IR 110617-C1-B-B-B-9-1,1,9554
ENV1,IR05N221,1,9556
ENV1,IR09N534,2,9566
ENV1,IR 110612-B-B-B-1-1,1,9569
ENV1,IR 93339:39-B-6-5-B-B-B-24,1,9578
ENV1,IR10N292,1,9578
ENV1,IR 103806-505-B RGA,1,9580
ENV1,IR 110631-B-B-B-5-1,1,9581
ENV1,IR09N533,1,9589
ENV1,IR05N304,2,9594
ENV1,IR05N173,2,9595
ENV1,IR 96855-103-2-2,1,9595
ENV1,IR 110611-B-B-B-7-7,1,9598
ENV1,IR13A527,1,9602
ENV1,IR 93339:49-B-10-14-B-B-B-13,1,9603
ENV1,IR 102884-191,1,9606
ENV1,IR 110610-B-B-B-1-1,1,9610
ENV1,IR 110632-B-B-1-1,1,9610
ENV1,IR06M141,1,9610
ENV1,IR08N168,1,9616
ENV1,IR09N531,1,9618
ENV1,IR 103806-535-B RGA,1,9625
ENV1,IR 96836-19-2-2,1,9626
ENV1,WAB 56-125,2,9630
ENV1,IR 103806:174-B RGA,1,9630
ENV1,IR08N210,1,9632
ENV1,IR 103806-526-B RGA,1,9634
ENV1,IR13N142,1,9635
ENV1,IR 93339:11-B-23-16-B-B-B-11,1,9640
ENV1,IR 110621-C1-C2-B-B-B-27-1,1,9640
ENV1,IR07N201,1,9642
ENV1,IR09N260,1,9647
ENV1,IR 96730-36-3-1-3,1,9649
ENV1,IR 110621-C1-C2-B-B-B-9-1,1,9653
ENV1,IR 97305-22-2-3,1,9655
ENV1,IR 97288-86-1-2,1,9660
ENV1,IR08A162,2,9661
ENV1,IR07A260,2,9664
ENV1,IR09A235,1,9669
ENV1,IR10N293,1,9671
ENV1,IR08A176,1,9672
ENV1,IR01W105,2,9675
ENV1,IR 97305-22-2-1,1,9675
ENV1,IR13N150,1,9676
ENV1,IR13A245,1,9676
ENV1,IR 95450-69-1-2-3,1,9677
ENV1,IR 110611-B-B-B-32-1,1,9679
ENV1,IR10N270,2,9680
ENV1,IR 110621-C1-C2-B-B-B-8-2,1,9684
ENV1,IR05N412,1,9685
ENV1,IR06M150,1,9685
ENV1,IR 110628-B-B-B-3-2,1,9685
ENV1,IR08N136,1,9688
ENV1,IR 103806-511-B RGA,1,9690
ENV1,IR06N155,2,9694
ENV1,IR08A162,1,9698
ENV1,IR 103806-563-B RGA,1,9700
ENV1,IR 93339:39-B-6-5-B-B-B-45,1,9703
ENV1,IR06M143,2,9711
ENV1,IR13A231,1,9713
ENV1,IR10M128,1,9714
ENV1,IR10N285,1,9715
ENV1,IR05N496,2,9724
ENV1,IR13N215,1,9737
ENV1,IR 103806-521-B RGA,1,9738
ENV1,IR 103806-522-B RGA,1,9743
ENV1,IR06N183,1,9747
ENV1,IR10M115,1,9748
ENV1,IR10N240,1,9751
ENV1,IR09A228,2,9757
ENV1,IR 110631-B-B-B-11-2,1,9758
ENV1,IR09N508,1,9760
ENV1,IR 96834-78-1-1,1,9762
ENV1,IR 103806:290-B RGA,1,9763
ENV1,IR 103806:39-B RGA,1,9767
ENV1,IR 110621-C1-C2-B-B-B-25-1,1,9777
ENV1,IR05N359,2,9791
ENV1,IR13N219,1,9794
ENV1,IR08M113,1,9795
ENV1,IR10N276,1,9797
ENV1,IR06N183,2,9798
ENV1,IR06N155,1,9801
ENV1,IR 110636-B-B-2-2,1,9805
ENV1,IR 103806:255-B RGA,1,9810
ENV1,IR 110611-B-B-B-12-1,1,9812
ENV1,IR 95515-76-3-1-2,1,9813
ENV1,IR13A256,1,9823
ENV1,IR 110621-C1-C2-B-B-B-20-1,1,9828
ENV1,IR01W105,1,9833
ENV1,IR10N298,1,9837
ENV1,IR 110627-B-B-B-3-2,1,9838
ENV1,IR 110621-C1-C2-B-B-B-191-1,1,9845
ENV1,IRRI 117,2,9847
ENV1,IR 110631-B-B-B-3-1,1,9848
ENV1,IRRI 136,1,9850
ENV1,IR10N237,2,9851
ENV1,IR10N146,2,9851
ENV1,IR 97257-35-2-2,1,9855
ENV1,IR 110621-C1-C2-B-B-B-5-1,1,9858
ENV1,IR 96717-58-1-2-2,1,9858
ENV1,IR 110621-C1-C2-B-B-B-193-1,1,9861
ENV1,IR 95515-76-3-1-3,1,9863
ENV1,IR13N139,1,9865
ENV1,IR 103806:293-B RGA,1,9865
ENV1,MTU 1010,1,9866
ENV1,IR 93683-86-3-2-2-1,1,9866
ENV1,IR 110631-B-B-B-6-1,1,9868
ENV1,IR 103806:11-B RGA,1,9871
ENV1,IR13N115,1,9871
ENV1,IR 110617-C1-B-B-B-1-2,1,9872
ENV1,IR 103806-537-B RGA,1,9877
ENV1,IR 110621-C1-C2-B-B-B-15-1,1,9882
ENV1,IR 93683-86-3-2-2-2,1,9885
ENV1,IR 95519-39-3-2-3,1,9885
ENV1,IR 110621-C1-C2-B-B-B-66-2,1,9886
ENV1,IR 110611-B-B-B-12-2,1,9891
ENV1,IR13A152,1,9896
ENV1,IR 96756-84-3-2,1,9896
ENV1,IR06M146,1,9898
ENV1,IR 97225-147-2-2,1,9898
ENV1,IRRI 151,2,9899
ENV1,IR 93339:11-B-23-16-B-B-B-14,1,9904
ENV1,IR 96843-106-1-1,1,9905
ENV1,IR 110621-C1-C2-B-B-B-67-1,1,9911
ENV1,IR05N412,2,9912
ENV1,IR13N134,2,9916
ENV1,IR 93339:39-B-6-5-B-B-B-17,1,9931
ENV1,IR10A121,2,9940
ENV1,IR 93674-28-3-1-3-2,1,9942
ENV1,IR11A303,2,9946
ENV1,IR08A104,2,9948
ENV1,IR 93339:11-B-23-16-B-B-B-7,1,9951
ENV1,IR13A526,1,9969
ENV1,IR 103806-552-B RGA,1,9972
ENV1,IR 96834-38-3-3,1,9979
ENV1,IR 110612-B-B-B-1-2,1,9980
ENV1,IR09N142,1,9980
ENV1,COLOMBIA XXI,2,9983
ENV1,IR10N266,1,9990
ENV1,IR 110617-C1-B-B-B-16-1,1,9993
ENV1,IR 110621-C1-C2-B-B-B-66-3,1,9993
ENV1,IR 110611-B-B-B-11-1,1,9994
ENV1,IR 96842-58-2-1,1,10009
ENV1,IR 96840-23-3-1,1,10021
ENV1,IR 94077-97-3-3-1-1,1,10021
ENV1,IR06N155,2,10025
ENV1,IR 110617-C1-B-B-B-1-1,1,10027
ENV1,IR 93674-28-3-1-3-1,1,10030
ENV1,IR 103806-536-B RGA,1,10037
ENV1,IR 103806-517-B RGA,1,10043
ENV1,IR 93683-5-2-2-1-2,1,10045
ENV1,IR10A239,1,10047
ENV1,IR 110621-C1-C2-B-B-B-133-1,1,10050
ENV1,IR 110621-C1-C2-B-B-B-8-3,1,10051
ENV1,IR13A214,1,10052
ENV1,IR 95450-69-1-2-1,1,10054
ENV1,IR 110621-C1-C2-B-B-B-140-1,1,10056
ENV1,IR10N303,1,10059
ENV1,IR 93339:29-B-7-7-B-B-B-21,1,10061
ENV1,IR 96756-84-3-1,1,10063
ENV1,IR10N236,1,10065
ENV1,IR 93339:39-B-6-5-B-B-B-26,1,10069
ENV1,IR 110621-C1-C2-B-B-B-8-4,1,10071
ENV1,IR06N155,1,10077
ENV1,IR 95503-83-1-3-1-1,1,10078
ENV1,IR00W102,1,10082
ENV1,IR09A228,2,10085
ENV1,IR 103806-551-B RGA,1,10085
ENV1,IR12A311,1,10089
ENV1,IR05N173,1,10092
ENV1,IR10M239,1,10093
ENV1,IR 110611-B-B-B-15-1,1,10106
ENV1,IR 103806-534-B RGA,1,10107
ENV1,IR 95945-37-3-2-3,1,10109
ENV1,IR 96856-97-3-1,1,10109
ENV1,IR13N138,1,10113
ENV1,IR 110617-C1-B-B-B-1-1,1,10132
ENV1,IR 110611-B-B-B-20-1,1,10137
ENV1,IR 110621-C1-C2-B-B-B-42-1,1,10147
ENV1,IR13A146,1,10147
ENV1,IR 110626-B-B-B-2-2,1,10149
ENV1,IR 96851-125-3-1,1,10161
ENV1,IR 93339:39-B-6-5-B-B-B-39,1,10172
ENV1,IR10A134,2,10172
ENV1,IR 110636-B-B-3-2,1,10179
ENV1,IR 110631-B-B-B-11-1,1,10189
ENV1,IR12N206,1,10190
ENV1,IR07N201,2,10198
ENV1,IR09A220,1,10199
ENV1,IR 110621-C1-C2-B-B-B-49-1,1,10200
ENV1,IR 103806-512-B RGA,1,10203
ENV1,IR 94077-97-3-3-1-2,1,10204
ENV1,IR 96840-70-2-1,1,10205
ENV1,IR10N146,1,10212
ENV1,IR 110637-B-B-1-1-1,1,10213
ENV1,IR 96836-19-2-1,1,10214
ENV1,IR06M143,1,10216
ENV1,IR 110621-C1-C2-B-B-B-16-1,1,10223
ENV1,IR 103806-525-B RGA,1,10225
ENV1,IR 110617-C1-B-B-B-7-2,1,10226
ENV1,IR13N134,1,10228
ENV1,IR 96864-73-3-2,1,10229
ENV1,IR 103806:321-B RGA,1,10238
ENV1,IR10A121,1,10242
ENV1,IR 96717-58-1-2-3,1,10251
ENV1,IR 110611-B-B-B-23-2,1,10255
ENV1,IR 96851-125-3-2,1,10258
ENV1,IR 97304-5-3-1,1,10259
ENV1,IR 94101-26-3-3-2-1,1,10262
ENV1,IR13A438,1,10264
ENV1,IR 97304-24-3-3,1,10264
ENV1,IR 97326-1-3-2-1,1,10267
ENV1,IR08N136,2,10268
ENV1,IRRI 120,1,10271
ENV1,IR 110621-C1-C2-B-B-B-14-1,1,10274
ENV1,IR13N160,1,10275
ENV1,IR09A224,1,10284
ENV1,IR 110631-B-B-B-7-1,1,10289
ENV1,IR 96730-36-3-1-2,1,10297
ENV1,IR 103806:309-B RGA,1,10307
ENV1,IR09A225,2,10324
ENV1,IR 110617-C1-B-B-B-8-1,1,10328
ENV1,IR09A224,2,10329
ENV1,IR 110611-B-B-B-25-1,1,10337
ENV1,IR 96764-94-2-3-1,1,10343
ENV1,IR 97233-70-1-2,1,10346
ENV1,IR 103806-555-B RGA,1,10348
ENV1,IR 93339:29-B-7-7-B-B-B-9,1,10358
ENV1,IR 103806:251-B RGA,1,10360
ENV1,IR 110617-C1-B-B-B-12-3,1,10365
ENV1,IR13N157,1,10374
ENV1,IR 95928-54-3-2-3-1,1,10374
ENV1,IR 110621-C1-C2-B-B-B-1-3,1,10375
ENV1,IR 110611-B-B-B-22-1,1,10379
ENV1,IR10A134,1,10399
ENV1,IR 110614-C1-B-B-B-1-1,1,10399
ENV1,IR 93339:29-B-7-7-B-B-B-37,1,10401
ENV1,IR10A107,1,10403
ENV1,IR 97288-86-1-3,1,10404
ENV1,IR 110610-B-B-B-1-3,1,10409
ENV1,IR 93339:39-B-6-5-B-B-B-22,1,10413
ENV1,IR 97304-24-3-2,1,10419
ENV1,IR 97288-86-1-1,1,10420
ENV1,IR 93339:39-B-6-5-B-B-B-29,1,10421
ENV1,IR 96864-73-3-1,1,10438
ENV1,IR 93339:29-B-7-7-B-B-B-38,1,10439
ENV1,IR 110621-C1-C2-B-B-B-17-1,1,10450
ENV1,IR 110616-C1-B-B-B-1-1,1,10457
ENV1,IR13A422,1,10470
ENV1,IR13A138,1,10475
ENV1,IR10N237,1,10480
ENV1,IR09A181,1,10485
ENV1,IR 103806:280-B RGA,1,10500
ENV1,IR08N134,1,10510
ENV1,IR 95450-69-1-2-2,1,10523
ENV1,IR 110617-C1-B-B-B-10-1,1,10529
ENV1,IR 95450-124-3-2-3,1,10545
ENV1,IR 93684-125-2-1-3-1,1,10556
ENV1,IR 110617-C1-B-B-B-15-4,1,10558
ENV1,IR09N274,2,10562
ENV1,IR 103806:127-B RGA,1,10569
ENV1,IR 110621-C1-C2-B-B-B-14-1,1,10578
ENV1,IR 103806-543-B RGA,1,10585
ENV1,IR 93696-38-1-2-2-B,2,10590
ENV1,IR 93339:39-B-6-5-B-B-B-37,1,10596
ENV1,IR10N230,1,10610
ENV1,IR 93339:39-B-6-5-B-B-B-31,1,10616
ENV1,IR 110615-C1-B-B-B-1-1,1,10629
ENV1,IR 96855-72-1-2,1,10631
ENV1,IR10N236,2,10654
ENV1,IR 93339:29-B-7-7-B-B-B-18,1,10659
ENV1,IR09A130,1,10669
ENV1,IR 110621-C1-C2-B-B-B-19-1,1,10676
ENV1,IR09M120,1,10713
ENV1,IR 110621-C1-C2-B-B-B-22-1,1,10713
ENV1,IR03A568,1,10718
ENV1,IR 110611-B-B-B-11-2,1,10718
ENV1,IR 110629-B-B-B-1-1,1,10718
ENV1,IR13A523,1,10756
ENV1,IR 95475-71-3-1-2-B,2,10763
ENV1,IR04A428,1,10772
ENV1,IR 110621-C1-C2-B-B-B-26-1,1,10782
ENV1,IR 93339:29-B-7-7-B-B-B-19,1,10783
ENV1,IR 93339:39-B-6-5-B-B-B-47,1,10783
ENV1,IRRI 119,1,10786
ENV1,IR 95450-124-3-2-1,1,10790
ENV1,IR10A134,2,10797
ENV1,IR 93339:29-B-7-7-B-B-B-28,1,10803
ENV1,IR09N503,2,10816
ENV1,IR 110631-B-B-B-2-1,1,10876
ENV1,IR 110611-B-B-B-26-2,1,10883
ENV1,IR 110631-B-B-B-10-1,1,10896
ENV1,IR 93339:39-B-6-5-B-B-B-14,1,10900
ENV1,IR 93339:29-B-7-7-B-B-B-12,1,10939
ENV1,IR 110637-B-B-2-1-1,1,10946
ENV1,IR 110612-B-B-B-1-3,1,10950
ENV1,IR 110621-C1-C2-B-B-B-142-1,1,10982
ENV1,IR08N134,2,10991
ENV1,IR 110617-C1-B-B-B-4-2,1,11010
ENV1,IR 103806:288-B RGA,1,11032
ENV1,IR 110621-C1-C2-B-B-B-21-1,1,11048
ENV1,IR 110611-B-B-B-2-3,1,11053
ENV1,IR 103806-550-B RGA,1,11106
ENV1,IR 97304-24-3-1,1,11119
ENV1,IR 110621-C1-C2-B-B-B-27-2,1,11122
ENV1,IR 110621-C1-C2-B-B-B-18-1,1,11159
ENV1,IR 110621-C1-C2-B-B-B-12-2,1,11192
ENV1,IR10A135,1,11208
ENV1,IR 93339:39-B-6-5-B-B-B-1,1,11235
ENV1,IR 40,2,11279
ENV1,IR 93339:29-B-7-7-B-B-B-8,1,11288
ENV1,IR 93339:29-B-7-7-B-B-B-16,1,11348
ENV1,IR 93339:29-B-7-7-B-B-B-36,1,11395
ENV1,IR 110621-C1-C2-B-B-B-29-1,1,11410
ENV1,IR 93339:39-B-6-5-B-B-B-35,1,11426
ENV1,IR 93339:39-B-6-5-B-B-B-27,1,11431
ENV1,IR 93339:29-B-7-7-B-B-B-6,1,11528
ENV1,IR 96864-73-3-3,1,11557
ENV1,IR10A135,2,11620
ENV1,IR 110631-B-B-B-8-1,1,11629
ENV1,IR 93336:10-B-18-15-B-B-B-2,1,11655
ENV1,IR 93336:10-B-18-15-B-B-B-3,1,11718
ENV1,IR 93336:10-B-18-15-B-B-B-1,1,11963
ENV1,IR 93339:29-B-7-7-B-B-B-42,1,12027
ENV1,IR 93339:39-B-6-5-B-B-B-16,1,12084
ENV1,IR 110621-C1-C2-B-B-B-14-2,1,12232
ENV1,IR 93339:29-B-7-7-B-B-B-47,1,12380
ENV1,IRRI 119,2,12554
ENV1,IR 110621-C1-C2-B-B-B-121-1,1,12627
ENV1,IR 93339:39-B-6-5-B-B-B-25,1,12664
ENV1,IR 93339:39-B-6-5-B-B-B-4,1,12752
ENV1,IR07A257,1,10000
ENV1,IR09N514,1,10000
ENV1,IR03A290,1,10000
ENV1,IR 93339:39-B-6-5-B-B-B-10,1,10000
ENV1,IR08A172,1,10000
ENV1,IR08N133,2,10000
ENV1,IR10N118,1,10000
ENV1,IR 103806:21-B RGA,1,10000
ENV1,IR 110635-B-B-1-3,1,10000
ENV1,IR06M138,1,10000
ENV1,IR 96840-70-2-2,1,10000
